Time (s), net@14, net@25, net@3, vdd, 
3.940000e-09, 1.000000e+00, -9.265828e-09, 0.000000e+00, 1.000000e+00, 
3.950000e-09, 1.000000e+00, -9.265828e-09, 0.000000e+00, 1.000000e+00, 
3.960000e-09, 1.000000e+00, -9.265828e-09, 0.000000e+00, 1.000000e+00, 
3.970000e-09, 1.000000e+00, -9.265828e-09, 0.000000e+00, 1.000000e+00, 
3.980000e-09, 1.000000e+00, -9.265828e-09, 0.000000e+00, 1.000000e+00, 
3.990000e-09, 1.000000e+00, -9.265828e-09, 0.000000e+00, 1.000000e+00, 
4.000000e-09, 1.000000e+00, -9.265828e-09, 0.000000e+00, 1.000000e+00, 
4.010000e-09, 1.000000e+00, 0.000000e+00, 5.000000e-02, 1.000000e+00, 
4.020000e-09, 1.000000e+00, -4.667649e-09, 1.000000e-01, 1.000000e+00, 
4.030000e-09, 1.000000e+00, -4.696962e-09, 1.500000e-01, 1.000000e+00, 
4.040000e-09, 1.000000e+00, 0.000000e+00, 2.000000e-01, 1.000000e+00, 
4.050000e-09, 1.000000e+00, 4.830068e-09, 2.500000e-01, 1.000000e+00, 
4.060000e-09, 1.000000e+00, 1.195062e-10, 3.000000e-01, 1.000000e+00, 
4.070000e-09, 1.000000e+00, 1.195062e-10, 3.500000e-01, 1.000000e+00, 
4.080000e-09, 1.000000e+00, 1.195062e-10, 4.000000e-01, 1.000000e+00, 
4.090000e-09, 1.000000e+00, 1.195062e-10, 4.500000e-01, 1.000000e+00, 
4.100000e-09, 1.000000e+00, 1.195062e-10, 5.000001e-01, 1.000000e+00, 
4.110000e-09, 1.000000e+00, 1.195062e-10, 5.500000e-01, 1.000000e+00, 
4.120000e-09, 1.000000e+00, 1.195062e-10, 6.000000e-01, 1.000000e+00, 
4.130000e-09, 1.000000e+00, 1.195062e-10, 6.500000e-01, 1.000000e+00, 
4.140000e-09, 1.000000e+00, -2.178271e-10, 7.000000e-01, 1.000000e+00, 
4.150000e-09, 9.709077e-01, -3.165614e-03, 7.500001e-01, 1.000000e+00, 
4.160000e-09, 8.577356e-01, -1.929036e-02, 8.000001e-01, 1.000000e+00, 
4.170000e-09, -3.606961e-02, 8.749503e-01, 8.500001e-01, 1.000000e+00, 
4.180000e-09, 2.345708e-02, 9.928817e-01, 9.000000e-01, 1.000000e+00, 
4.190000e-09, 6.597914e-03, 9.975488e-01, 9.500000e-01, 1.000000e+00, 
4.200000e-09, 1.676350e-03, 9.992594e-01, 1.000000e+00, 1.000000e+00, 
4.210000e-09, 4.472013e-04, 9.998030e-01, 1.000000e+00, 1.000000e+00, 
4.220000e-09, 1.191377e-04, 9.999475e-01, 1.000000e+00, 1.000000e+00, 
4.230000e-09, 3.171147e-05, 9.999860e-01, 1.000000e+00, 1.000000e+00, 
4.240000e-09, 8.440523e-06, 9.999962e-01, 1.000000e+00, 1.000000e+00, 
4.250000e-09, 2.233718e-06, 9.999990e-01, 1.000000e+00, 1.000000e+00, 
4.260000e-09, 6.042023e-07, 9.999997e-01, 1.000000e+00, 1.000000e+00, 
4.270000e-09, 1.647824e-07, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.280000e-09, 3.661831e-08, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.290000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.300000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.310000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.320000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.330000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.340000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.350000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.360000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.370000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.380000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.390000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.400000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.410000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.420000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.430000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.440000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.450000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.460000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.470000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.480000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.490000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.500000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.510000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.520000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.530000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.540000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.550000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.560000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.570000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.580000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.590000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.600000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.610000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.620000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.630000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.640000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.650000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.660000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.670000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.680000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.690000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.700000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.710000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.720000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.730000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.740000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.750000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.760000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.770000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.780000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.790000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.800000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.810000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.820000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.830000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.840000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.850000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.860000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.870000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.880000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.890000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.900000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.910000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.920000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.930000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.940000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.950000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.960000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.970000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.980000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
4.990000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
5.000000e-09, 0.000000e+00, 9.999999e-01, 1.000000e+00, 1.000000e+00, 
